公    告,#genre#
金鹰纪实,http://183.220.20.17:4321/udp/239.10.0.193:5140
天府财经,http://183.220.20.17:4321/udp/239.10.0.194:5140
天府乐趣综合,http://183.220.20.17:4321/udp/239.10.0.195:5140
央广购物,http://183.220.20.17:4321/udp/239.10.0.200:5140
红色经典,http://183.220.20.17:4321/udp/239.10.0.201:5140
情感热播,http://183.220.20.17:4321/udp/239.10.0.202:5140
风云剧场,http://183.220.20.17:4321/udp/239.10.0.203:5140
我看剧场,http://183.220.20.17:4321/udp/239.10.0.204:5140
峥嵘岁月,http://183.220.20.17:4321/udp/239.10.0.205:5140
青春在线,http://183.220.20.17:4321/udp/239.10.0.206:5140
历史再现,http://183.220.20.17:4321/udp/239.10.0.207:5140
宏伟巨献,http://183.220.20.17:4321/udp/239.10.0.208:5140
阳光日记,http://183.220.20.17:4321/udp/239.10.0.209:5140
童童乐园,http://183.220.20.17:4321/udp/239.10.0.210:5140
儿歌天地,http://183.220.20.17:4321/udp/239.10.0.211:5140
国学课堂,http://183.220.20.17:4321/udp/239.10.0.212:5140
嘻哈动漫,http://183.220.20.17:4321/udp/239.10.0.213:5140
酷乐卡通,http://183.220.20.17:4321/udp/239.10.0.214:5140
快乐假期,http://183.220.20.17:4321/udp/239.10.0.215:5140
奇趣动漫,http://183.220.20.17:4321/udp/239.10.0.216:5140
欢乐启蒙,http://183.220.20.17:4321/udp/239.10.0.217:5140
玩具乐园,http://183.220.20.17:4321/udp/239.10.0.218:5140
趣乐探险,http://183.220.20.17:4321/udp/239.10.0.219:5140
求索记录,http://183.220.20.17:4321/udp/239.10.0.221:5140
CCTV高尔夫网球,http://183.220.20.17:4321/udp/239.10.0.224:5140
重庆时尚购物[1024*576],http://183.220.20.17:4321/udp/239.10.0.225:5140
家有购物,http://183.220.20.17:4321/udp/239.10.0.226:5140
优购物,http://183.220.20.17:4321/udp/239.10.0.227:5140
聚鲨环球精选,http://183.220.20.17:4321/udp/239.10.0.228:5140
家家购物,http://183.220.20.17:4321/udp/239.10.0.229:5140
风尚购物,http://183.220.20.17:4321/udp/239.10.0.230:5140
好享购物,http://183.220.20.17:4321/udp/239.10.0.231:5140

咪咕,http://183.220.20.17:4321/udp/239.10.0.237:5140
咪咕,http://183.220.20.17:4321/udp/239.10.0.239:5140
咪咕视频,http://183.220.20.17:4321/udp/239.10.0.232:5140
咪咕视频,http://183.220.20.17:4321/udp/239.10.0.233:5140
咪咕视频,http://183.220.20.17:4321/udp/239.10.0.234:5140
咪咕视频,http://183.220.20.17:4321/udp/239.10.0.235:5140
咪咕视频,http://183.220.20.17:4321/udp/239.10.0.236:5140
快乐垂钓4K,http://183.220.20.17:4321/udp/239.10.0.243:5140
快乐垂钓4K,http://183.220.20.17:4321/udp/239.10.0.244:5140
快乐垂钓,http://183.220.20.17:4321/udp/239.10.0.245:5140
4K,http://183.220.20.17:4321/udp/239.10.0.183:5140
4K,http://183.220.20.17:4321/udp/239.10.0.187:5140
4K,http://183.220.20.17:4321/udp/239.10.0.184:5140
4K,http://183.220.20.17:4321/udp/239.10.0.240:5140
4K,http://183.220.20.17:4321/udp/239.11.0.67:5140
CGTN,http://183.220.20.17:4321/udp/239.11.0.81:5140
CGTN,http://183.220.20.17:4321/udp/239.11.0.80:5140
精彩,http://183.220.20.17:4321/udp/239.11.0.85:5140

失效
NewTV家庭剧场,http://183.220.20.17:4321/udp/239.11.0.131:5140
NewTV精品记录,http://183.220.20.17:4321/udp/239.11.0.132:5140
NewTV健康有约,http://183.220.20.17:4321/udp/239.11.0.133:5140
NewTV精品体育,http://183.220.20.17:4321/udp/239.11.0.134:5140
NewTV军事评论,http://183.220.20.17:4321/udp/239.11.0.136:5140
NewTV农业致富,http://183.220.20.17:4321/udp/239.11.0.137:5140
NewTV古装剧场,http://183.220.20.17:4321/udp/239.11.0.141:5140
NewTV动作电影,http://183.220.20.17:4321/udp/239.11.0.142:5140
NewTV军旅剧场,http://183.220.20.17:4321/udp/239.11.0.143:5140
NewTV惊悚悬疑,http://183.220.20.17:4321/udp/239.11.0.144:5140
NewTV,http://183.220.20.17:4321/udp/239.11.0.145:5140
NewTV搏击,http://183.220.20.17:4321/udp/239.11.0.146:5140
NewTV,http://183.220.20.17:4321/udp/239.11.0.147:5140
NewTV爱情喜剧,http://183.220.20.17:4321/udp/239.11.0.149:5140
NewTV精品大剧,http://183.220.20.17:4321/udp/239.11.0.150:5140
NewTV中国功夫,http://183.220.20.17:4321/udp/239.11.0.151:5140
NewTV金牌综艺,http://183.220.20.17:4321/udp/239.11.0.152:5140



05北京联通,#genre#
CCTV-1 HD,http://www.chutouge.top:34022/rtp/239.3.1.129:8008
CCTV-2 HD,http://www.chutouge.top:34022/rtp/239.3.1.60:8084
CCTV-3 HD,http://www.chutouge.top:34022/rtp/239.3.1.172:8001
CCTV-4 HD,http://www.chutouge.top:34022/rtp/239.3.1.105:8092
CCTV-5 HD,http://www.chutouge.top:34022/rtp/239.3.1.173:8001
CCTV-5+ HD,http://www.chutouge.top:34022/rtp/239.3.1.130:8004
CCTV-6 HD,http://www.chutouge.top:34022/rtp/239.3.1.174:8001
CCTV-7 HD,http://www.chutouge.top:34022/rtp/239.3.1.61:8104
CCTV-8 HD,http://www.chutouge.top:34022/rtp/239.3.1.175:8001
CCTV-9 HD,http://www.chutouge.top:34022/rtp/239.3.1.62:8112
CCTV-10 HD,http://www.chutouge.top:34022/rtp/239.3.1.63:8116
CCTV-11 HD,http://www.chutouge.top:34022/rtp/239.3.1.152:8120
CCTV-12 HD,http://www.chutouge.top:34022/rtp/239.3.1.64:8124
CCTV-13 HD,http://www.chutouge.top:34022/rtp/239.3.1.124:8128
CCTV-14 HD,http://www.chutouge.top:34022/rtp/239.3.1.65:8132
CCTV-15 HD,http://www.chutouge.top:34022/rtp/239.3.1.153:8136
CCTV-16 奥林匹克[HDR],http://www.chutouge.top:34022/rtp/239.3.1.183:8001
CCTV-16 奥林匹克HD,http://www.chutouge.top:34022/rtp/239.3.1.184:8001
CCTV-17 HD,http://www.chutouge.top:34022/rtp/239.3.1.151:8144
CCTV-4 中文国际 欧洲HD,http://www.chutouge.top:34022/rtp/239.3.1.213:4220
CCTV-4 中文国际 美洲HD,http://www.chutouge.top:34022/rtp/239.3.1.214:4220
CGTN 新闻HD,http://www.chutouge.top:34022/rtp/239.3.1.215:4220
CGTN 记录HD,http://www.chutouge.top:34022/rtp/239.3.1.216:4220
CGTN 西班牙语HD,http://www.chutouge.top:34022/rtp/239.3.1.217:4220
CGTN 法语HD,http://www.chutouge.top:34022/rtp/239.3.1.218:4220
CGTN 阿拉伯语HD,http://www.chutouge.top:34022/rtp/239.3.1.219:4220
CGTN 俄语HD,http://www.chutouge.top:34022/rtp/239.3.1.220:4220
CETV1HD,http://www.chutouge.top:34022/rtp/239.3.1.57:8152
CETV2,http://www.chutouge.top:34022/rtp/239.3.1.54:4120
CETV3,http://www.chutouge.top:34022/rtp/239.3.1.55:4120
CETV4,http://www.chutouge.top:34022/rtp/239.3.1.56:4120


BRTV北京卫视HD,http://www.chutouge.top:34022/rtp/239.3.1.241:8000
湖南卫视HD,http://www.chutouge.top:34022/rtp/239.3.1.132:8012
东方卫视HD,http://www.chutouge.top:34022/rtp/239.3.1.136:8032
浙江卫视HD,http://www.chutouge.top:34022/rtp/239.3.1.137:8036
江苏卫视HD,http://www.chutouge.top:34022/rtp/239.3.1.135:8028
深圳卫视HD,http://www.chutouge.top:34022/rtp/239.3.1.134:8020
广东卫视HD,http://www.chutouge.top:34022/rtp/239.3.1.142:8048
安徽卫视HD,http://www.chutouge.top:34022/rtp/239.3.1.211:8064
天津卫视HD,http://www.chutouge.top:34022/rtp/239.3.1.141:1234
重庆卫视HD,http://www.chutouge.top:34022/rtp/239.3.1.122:8160
山东卫视HD,http://www.chutouge.top:34022/rtp/239.3.1.209:8052
黑龙江卫视HD,http://www.chutouge.top:34022/rtp/239.3.1.133:8016
河北卫视HD,http://www.chutouge.top:34022/rtp/239.3.1.148:8072
辽宁卫视HD,http://www.chutouge.top:34022/rtp/239.3.1.210:8056
湖北卫视HD,http://www.chutouge.top:34022/rtp/239.3.1.138:8044
吉林卫视HD,http://www.chutouge.top:34022/rtp/239.3.1.240:8172
贵州卫视HD,http://www.chutouge.top:34022/rtp/239.3.1.149:8076
东南卫视HD,http://www.chutouge.top:34022/rtp/239.3.1.156:8148
江西卫视HD,http://www.chutouge.top:34022/rtp/239.3.1.123:8164
海南卫视,http://www.chutouge.top:34022/rtp/239.3.1.45:8304
云南卫视,http://www.chutouge.top:34022/rtp/239.3.1.26:8108
兵团卫视,http://www.chutouge.top:34022/rtp/239.3.1.144:4120
厦门卫视,http://www.chutouge.top:34022/rtp/239.3.1.143:4120
四川卫视,http://www.chutouge.top:34022/rtp/239.3.1.29:8288
南方卫视,http://www.chutouge.top:34022/rtp/239.3.1.161:8001
宁夏卫视,http://www.chutouge.top:34022/rtp/239.3.1.46:8124
山西卫视,http://www.chutouge.top:34022/rtp/239.3.1.42:8172
广西卫视,http://www.chutouge.top:34022/rtp/239.3.1.39:8300
新疆卫视,http://www.chutouge.top:34022/rtp/239.3.1.48:8160
河南卫视,http://www.chutouge.top:34022/rtp/239.3.1.27:8128
甘肃卫视,http://www.chutouge.top:34022/rtp/239.3.1.49:8188
西藏卫视,http://www.chutouge.top:34022/rtp/239.3.1.47:8164
三沙卫视,http://www.chutouge.top:34022/rtp/239.3.1.155:4120
陕西卫视,http://www.chutouge.top:34022/rtp/239.3.1.41:8140
青海卫视,http://www.chutouge.top:34022/rtp/239.3.1.44:8184
内蒙古卫视,http://www.chutouge.top:34022/rtp/239.3.1.43:8176
BRTV新闻HD,http://www.chutouge.top:34022/rtp/239.3.1.159:8000
BRTV影视HD,http://www.chutouge.top:34022/rtp/239.3.1.158:8000
BRTV文艺HD,http://www.chutouge.top:34022/rtp/239.3.1.242:8000
BRTV财经HD,http://www.chutouge.top:34022/rtp/239.3.1.116:8000
BRTV生活HD,http://www.chutouge.top:34022/rtp/239.3.1.117:8000
BRTV青年HD,http://www.chutouge.top:34022/# rtp/239.3.1.118:8000
BRTV纪实科教HD,http://www.chutouge.top:34022/rtp/239.3.1.115:8000
BRTV卡酷少儿HD,http://www.chutouge.top:34022/rtp/239.3.1.189:8000
BRTV冬奥纪实HD,http://www.chutouge.top:34022/# rtp/239.3.1.243:8000
BRTV冬奥纪实[HDR],http://www.chutouge.top:34022/# rtp/239.3.1.120:8000
BRTV冬奥纪实[超清],http://www.chutouge.top:34022/# rtp/239.3.1.121:8000
BRTV体育休闲[超清],http://www.chutouge.top:34022/rtp/239.3.1.243:8000
BTV国际频道,http://www.chutouge.top:34022/rtp/239.3.1.235:8000

爱上4K[超清],http://www.chutouge.top:34022/rtp/239.3.1.236:2000
4K超清[超清],http://www.chutouge.top:34022/rtp/239.3.1.249:8001
淘电影HD,http://www.chutouge.top:34022/rtp/239.3.1.250:8001
每日影院HD,http://www.chutouge.top:34022/# rtp/239.3.1.111:8001
星影,http://www.chutouge.top:34022/rtp/239.3.1.94:4120
动作影院,http://www.chutouge.top:34022/rtp/239.3.1.92:4120
光影,http://www.chutouge.top:34022/rtp/239.3.1.84:4120
喜剧影院,http://www.chutouge.top:34022/rtp/239.3.1.91:4120
家庭影院,http://www.chutouge.top:34022/rtp/239.3.1.93:4120
精选,http://www.chutouge.top:34022/rtp/239.3.1.74:4120
经典电影,http://www.chutouge.top:34022/rtp/239.3.1.195:9024
纪实人文HD,http://www.chutouge.top:34022/rtp/239.3.1.212:8060
金鹰纪实HD,http://www.chutouge.top:34022/rtp/239.3.1.58:8156
风尚生活HD,http://www.chutouge.top:34022/# rtp/239.3.1.114:8001
地理,http://www.chutouge.top:34022/rtp/239.3.1.71:4120
淘剧场HD,http://www.chutouge.top:34022/rtp/239.3.1.95:8001
幸福剧场HD,http://www.chutouge.top:34022/# rtp/239.3.1.112:8001
淘娱乐HD,http://www.chutouge.top:34022/rtp/239.3.1.100:8001
幸福娱乐HD,http://www.chutouge.top:34022/# rtp/239.3.1.113:8001
淘BabyHD,http://www.chutouge.top:34022/rtp/239.3.1.238:8001
萌宠TVHD,http://www.chutouge.top:34022/rtp/239.3.1.102:8001
中国交通HD,http://www.chutouge.top:34022/rtp/239.3.1.188:8001
朝阳融媒HD,http://www.chutouge.top:34022/rtp/239.3.1.163:8001
通州融媒HD,http://www.chutouge.top:34022/rtp/239.3.1.221:8001
密云电视台HD,http://www.chutouge.top:34022/rtp/239.3.1.154:8001
延庆电视台,http://www.chutouge.top:34022/rtp/239.3.1.187:8001
房山电视台,http://www.chutouge.top:34022/rtp/239.3.1.96:8001

睛彩竞技HD,http://www.chutouge.top:34022/rtp/239.3.1.125:8001
睛彩篮球HD,http://www.chutouge.top:34022/rtp/239.3.1.126:8001
睛彩青少HD,http://www.chutouge.top:34022/rtp/239.3.1.127:8001
睛彩广场舞HD,http://www.chutouge.top:34022/rtp/239.3.1.128:8001
茶频道HD,http://www.chutouge.top:34022/rtp/239.3.1.165:8001
体育赛事HD,http://www.chutouge.top:34022/rtp/239.3.1.157:8176
淘精彩HD,http://www.chutouge.top:34022/rtp/239.3.1.178:8001
快乐垂钓HD,http://www.chutouge.top:34022/rtp/239.3.1.164:8001
大健康HD,http://www.chutouge.top:34022/rtp/239.3.1.251:8001

华数
少儿动画,http://www.chutouge.top:34022/rtp/239.3.1.199:9000
热播剧场,http://www.chutouge.top:34022/rtp/239.3.1.194:9020
军旅剧场,http://www.chutouge.top:34022/rtp/239.3.1.68:4120
动画,http://www.chutouge.top:34022/rtp/239.3.1.80:4120
古装剧场,http://www.chutouge.top:34022/rtp/239.3.1.69:4120
城市剧场,http://www.chutouge.top:34022/rtp/239.3.1.67:4120
武侠剧场,http://www.chutouge.top:34022/rtp/239.3.1.90:4120


解密,http://www.chutouge.top:34022/rtp/239.3.1.75:4120
军事,http://www.chutouge.top:34022/rtp/239.3.1.76:4120
台球,http://www.chutouge.top:34022/rtp/239.3.1.85:4120
嘉佳卡通,http://www.chutouge.top:34022/rtp/239.3.1.147:9268
国学,http://www.chutouge.top:34022/rtp/239.3.1.77:4120
墨宝,http://www.chutouge.top:34022/rtp/239.3.1.83:4120
好学生,http://www.chutouge.top:34022/rtp/239.3.1.81:4120
山东教育,http://www.chutouge.top:34022/rtp/239.3.1.52:4120
戏曲,http://www.chutouge.top:34022/rtp/239.3.1.78:4120
收视指南,http://www.chutouge.top:34022/rtp/239.3.1.193:8012
早教,http://www.chutouge.top:34022/rtp/239.3.1.79:4120
武术,http://www.chutouge.top:34022/rtp/239.3.1.87:4120
爱生活,http://www.chutouge.top:34022/rtp/239.3.1.86:4120
美人,http://www.chutouge.top:34022/rtp/239.3.1.73:4120
美妆,http://www.chutouge.top:34022/rtp/239.3.1.72:4120
财富天下,http://www.chutouge.top:34022/rtp/239.3.1.53:9136
足球,http://www.chutouge.top:34022/rtp/239.3.1.89:4120
金鹰卡通,http://www.chutouge.top:34022/rtp/239.3.1.51:9252
鉴赏,http://www.chutouge.top:34022/rtp/239.3.1.82:4120
音乐现场,http://www.chutouge.top:34022/rtp/239.3.1.70:4120
高网,http://www.chutouge.top:34022/rtp/239.3.1.88:4120
魅力时尚,http://www.chutouge.top:34022/rtp/239.3.1.196:9012



06广东电信,#genre#
CCTV-1高清,http://www.bigyan.cn:8225/udp/239.77.0.86:5146
CCTV-1高清,http://www.bigyan.cn:8225/udp/239.77.1.17:5146
CCTV-1高清,http://www.bigyan.cn:8225/udp/239.77.1.144:5146
CCTV-1高清,http://www.bigyan.cn:8225/udp/239.77.0.119:5146
CCTV-1超清,http://www.bigyan.cn:8225/udp/239.77.0.129:5146
CCTV-2高清,http://www.bigyan.cn:8225/udp/239.77.1.158:5146
CCTV-2高清,http://www.bigyan.cn:8225/udp/239.77.0.137:5146
CCTV-2高清,http://www.bigyan.cn:8225/udp/239.253.43.17:5146
CCTV-3高清,http://www.bigyan.cn:8225/udp/239.77.0.169:5146
CCTV-3高清,http://www.bigyan.cn:8225/udp/239.77.1.7:5146
CCTV-4高清,http://www.bigyan.cn:8225/udp/239.77.1.163:5146
CCTV-4高清,http://www.bigyan.cn:8225/udp/239.77.1.166:5146
CCTV-4高清,http://www.bigyan.cn:8225/udp/239.77.0.78:5146
CCTV-5高清,http://www.bigyan.cn:8225/udp/239.77.0.170:5146
CCTV-5高清,http://www.bigyan.cn:8225/udp/239.77.1.8:5146
CCTV-5+高清,http://www.bigyan.cn:8225/udp/239.77.0.87:5146
CCTV-5+高清,http://www.bigyan.cn:8225/udp/239.77.1.31:5146
CCTV-5+高清,http://www.bigyan.cn:8225/udp/239.77.1.147:5146
CCTV-6高清,http://www.bigyan.cn:8225/udp/239.77.0.171:5146
CCTV-7高清,http://www.bigyan.cn:8225/udp/239.77.1.159:5146
CCTV-7高清,http://www.bigyan.cn:8225/udp/239.77.1.167:5146
CCTV-7高清,http://www.bigyan.cn:8225/udp/239.77.0.138:5146
CCTV-8高清,http://www.bigyan.cn:8225/udp/239.77.0.172:5146
CCTV-9高清,http://www.bigyan.cn:8225/udp/239.77.1.160:5146
CCTV-9高清,http://www.bigyan.cn:8225/udp/239.77.1.168:5146
CCTV-9高清,http://www.bigyan.cn:8225/udp/239.77.0.135:5146
CCTV-10高清,http://www.bigyan.cn:8225/udp/239.77.1.113:5146
CCTV-10高清,http://www.bigyan.cn:8225/udp/239.77.1.169:5146
CCTV-10高清,http://www.bigyan.cn:8225/udp/239.77.0.134:5146
CCTV-11高清,http://www.bigyan.cn:8225/udp/239.77.1.238:5146
CCTV-12高清,http://www.bigyan.cn:8225/udp/239.77.1.109:5146
CCTV-12高清http://www.bigyan.cn:8225/udp/239.77.1.170:5146
CCTV-12高清,http://www.bigyan.cn:8225/udp/239.77.0.136:5146
CCTV-13高清,http://www.bigyan.cn:8225/udp/239.77.0.188:5146
CCTV-13高清,http://www.bigyan.cn:8225/udp/239.253.43.196:5146
CCTV-14高清,http://www.bigyan.cn:8225/udp/239.77.1.161:5146
CCTV-14高清,http://www.bigyan.cn:8225/udp/239.77.1.171:5146
CCTV-14高清,http://www.bigyan.cn:8225/udp/239.77.0.133:5146
CCTV-15高清,http://www.bigyan.cn:8225/udp/239.77.1.239:5146
CCTV-16高清,http://www.bigyan.cn:8225/udp/239.77.0.165:5146
CCTV-16高清,http://www.bigyan.cn:8225/udp/239.77.1.76:5146
CCTV-17高清,http://www.bigyan.cn:8225/udp/239.77.1.121:5146
CCTV-4K 4K,http://www.bigyan.cn:8225/udp/239.77.0.194:5146
中国天气,http://www.bigyan.cn:8225/udp/239.77.1.2:5146

CGTN,http://www.bigyan.cn:8225/udp/239.77.0.45:5146
CGTN,http://www.bigyan.cn:8225/udp/239.77.1.27:5146
CGTN英语高清,http://www.bigyan.cn:8225/udp/239.77.0.199:5146
CGTN西班牙语高清,http://www.bigyan.cn:8225/udp/239.77.0.221:5146
CGTN法语高清,http://www.bigyan.cn:8225/udp/239.77.0.228:5146
CGTN阿拉伯语高清,http://www.bigyan.cn:8225/udp/239.253.43.200:5146
CGTN俄语高清,http://www.bigyan.cn:8225/udp/239.253.43.201:5146

广东卫视4K,http://www.bigyan.cn:8225/udp/239.77.0.65:5146
广东卫视4K,http://www.bigyan.cn:8225/udp/239.77.0.66:5146
深圳卫视4K,http://www.bigyan.cn:8225/udp/239.77.0.67:5146
深圳卫视4K,http://www.bigyan.cn:8225/udp/239.77.1.14:5146
江苏卫视4K,http://www.bigyan.cn:8225/udp/239.77.0.57:5146
浙江卫视4K,http://www.bigyan.cn:8225/udp/239.77.0.58:5146
东方卫视4K,http://www.bigyan.cn:8225/udp/239.77.0.59:5146
四川卫视4K,http://www.bigyan.cn:8225/udp/239.77.0.60:5146
山东卫视4K,http://www.bigyan.cn:8225/udp/239.77.0.61:5146
北京卫视4K,http://www.bigyan.cn:8225/udp/239.77.0.2:5146
北京卫视4K,http://www.bigyan.cn:8225/udp/239.77.0.3:5146
北京卫视4K,http://www.bigyan.cn:8225/udp/239.77.1.13:5146
湖南卫视4K,http://www.bigyan.cn:8225/udp/239.77.0.56:5146
广东综艺4K,http://www.bigyan.cn:8225/udp/239.77.0.245:5146
广东综艺4K,http://www.bigyan.cn:8225/udp/239.77.1.237:5146
广东综艺4K,http://www.bigyan.cn:8225/udp/239.77.0.244:5146

睛彩篮球,http://www.bigyan.cn:8225/udp/239.77.1.21:5146
睛彩青少,http://www.bigyan.cn:8225/udp/239.77.1.22:5146

广东卫视高清,http://www.bigyan.cn:8225/udp/239.77.1.19:5146
广东卫视高清,http://www.bigyan.cn:8225/udp/239.77.1.152:5146
广东卫视高清,http://www.bigyan.cn:8225/udp/239.77.0.84:5146
广东卫视高清,http://www.bigyan.cn:8225/udp/239.77.0.4:5146
广东卫视超清,http://www.bigyan.cn:8225/udp/239.77.0.166:5146
大湾区卫视高清,http://www.bigyan.cn:8225/udp/239.77.0.215:5146
大湾区卫视,http://www.bigyan.cn:8225/udp/239.77.1.12:5146
广东珠江高清,http://www.bigyan.cn:8225/udp/239.77.0.1:5146
广东珠江超清,http://www.bigyan.cn:8225/udp/239.77.0.114:5146
广东珠江,http://www.bigyan.cn:8225/udp/239.77.1.94:5146
深圳卫视高清,http://www.bigyan.cn:8225/udp/239.77.1.3:5146
深圳卫视高清,http://www.bigyan.cn:8225/udp/239.77.1.148:5146
深圳卫视高清,http://www.bigyan.cn:8225/udp/239.77.0.92:5146
深圳卫视高清,http://www.bigyan.cn:8225/udp/239.77.0.9:5146
深圳卫视高清,http://www.bigyan.cn:8225/udp/239.77.1.189:5146
湖南卫视高清,http://www.bigyan.cn:8225/udp/239.77.1.5:5146
湖南卫视高清,http://www.bigyan.cn:8225/udp/239.77.0.88:5146
湖南卫视高清,http://www.bigyan.cn:8225/udp/239.77.0.6:5146
浙江卫视高清,http://www.bigyan.cn:8225/udp/239.77.1.33:5146
浙江卫视高清,http://www.bigyan.cn:8225/udp/239.77.0.89:5146
浙江卫视高清,http://www.bigyan.cn:8225/udp/239.77.0.12:5146
江苏卫视高清,http://www.bigyan.cn:8225/udp/239.77.1.18:5146
江苏卫视高清,http://www.bigyan.cn:8225/udp/239.77.0.90:5146
江苏卫视高清,http://www.bigyan.cn:8225/udp/239.77.0.7:5146
宁夏卫视高清,http://www.bigyan.cn:8225/udp/239.77.0.49:5146
东方卫视高清,http://www.bigyan.cn:8225/udp/239.77.1.218:5146
东方卫视高清,http://www.bigyan.cn:8225/udp/239.77.0.98:5146
东方卫视高清,http://www.bigyan.cn:8225/udp/239.77.0.5:5146
安徽卫视高清,http://www.bigyan.cn:8225/udp/239.77.1.92:5146
安徽卫视高清,http://www.bigyan.cn:8225/udp/239.77.0.183:5146
北京卫视高清,http://www.bigyan.cn:8225/udp/239.77.1.4:5146
北京卫视高清,http://www.bigyan.cn:8225/udp/239.77.1.151:5146
北京卫视高清,http://www.bigyan.cn:8225/udp/239.77.0.91:5146
天津卫视高清,http://www.bigyan.cn:8225/udp/239.77.1.141:5146
天津卫视高清,http://www.bigyan.cn:8225/udp/239.77.1.182:5146
天津卫视高清,http://www.bigyan.cn:8225/udp/239.77.0.97:5146
天津卫视超清,http://www.bigyan.cn:8225/udp/239.77.0.131:5146
山东卫视高清,http://www.bigyan.cn:8225/udp/239.77.1.142:5146
山东卫视高清,http://www.bigyan.cn:8225/udp/239.77.0.94:5146
山东卫视高清,http://www.bigyan.cn:8225/udp/239.77.0.8:5146
江西卫视高清,http://www.bigyan.cn:8225/udp/239.77.1.219:5146
江西卫视高清,http://www.bigyan.cn:8225/udp/239.77.0.149:5146
湖北卫视高清,http://www.bigyan.cn:8225/udp/239.77.1.93:5146
湖北卫视高清,http://www.bigyan.cn:8225/udp/239.77.1.174:5146
湖北卫视高清,http://www.bigyan.cn:8225/udp/239.77.0.95:5146
湖北卫视超清,http://www.bigyan.cn:8225/udp/239.77.0.128:5146
辽宁卫视高清,http://www.bigyan.cn:8225/udp/239.77.1.103:5146
辽宁卫视高清,http://www.bigyan.cn:8225/udp/239.77.0.123:5146
黑龙江卫视高清,http://www.bigyan.cn:8225/udp/239.77.1.6:5146
黑龙江卫视高清,http://www.bigyan.cn:8225/udp/239.77.1.179:5146
黑龙江卫视高清,http://www.bigyan.cn:8225/udp/239.77.0.93:5146
黑龙江卫视超清,http://www.bigyan.cn:8225/udp/239.77.0.124:5146
贵州卫视高清,http://www.bigyan.cn:8225/udp/239.77.1.221:5146
贵州卫视高清,http://www.bigyan.cn:8225/udp/239.77.0.230:5146
四川卫视高清,http://www.bigyan.cn:8225/udp/239.77.1.215:5146
四川卫视高清,http://www.bigyan.cn:8225/udp/239.77.0.159:5146
四川卫视高清,http://www.bigyan.cn:8225/udp/239.77.0.11:5146
河南卫视高清,http://www.bigyan.cn:8225/udp/239.77.1.229:5146
河南卫视高清,http://www.bigyan.cn:8225/udp/239.77.0.17:5146
云南卫视高清,http://www.bigyan.cn:8225/udp/239.253.43.37:5146
云南卫视高清,http://www.bigyan.cn:8225/udp/239.253.43.100:5146
重庆卫视高清,http://www.bigyan.cn:8225/udp/239.77.1.162:5146
西藏卫视高清,http://www.bigyan.cn:8225/udp/239.77.0.46:5146
兵团卫视高清,http://www.bigyan.cn:8225/udp/239.77.1.29:5146
兵团卫视高清,http://www.bigyan.cn:8225/udp/239.77.0.48:5146
新疆卫视高清,http://www.bigyan.cn:8225/udp/239.77.0.47:5146


广东新闻高清,http://www.bigyan.cn:8225/udp/239.77.0.173:5146
广东民生高清,http://www.bigyan.cn:8225/udp/239.77.0.225:5146
广东体育高清,http://www.bigyan.cn:8225/udp/239.77.0.112:5146
广东体育高清,http://www.bigyan.cn:8225/udp/239.77.1.97:5146
广东体育超清,http://www.bigyan.cn:8225/udp/239.77.0.168:5146
经济科教高清,http://www.bigyan.cn:8225/udp/239.77.0.85:5146
经济科教超清,http://www.bigyan.cn:8225/udp/239.77.0.167:5146
广东影视高清,http://www.bigyan.cn:8225/udp/239.77.0.217:5146
广东少儿高清,http://www.bigyan.cn:8225/udp/239.77.0.250:5146
嘉佳卡通高清,http://www.bigyan.cn:8225/udp/239.77.0.179:5146
嘉佳卡通,http://www.bigyan.cn:8225/udp/239.77.1.15:5146
南方购物,http://www.bigyan.cn:8225/udp/239.77.0.19:5146
南方购物,http://www.bigyan.cn:8225/udp/239.77.0.22:5146
广东移动,http://www.bigyan.cn:8225/udp/239.77.0.20:5146
广州综合高清,http://www.bigyan.cn:8225/udp/239.253.43.71:5146
广州新闻高清,http://www.bigyan.cn:8225/udp/239.253.43.72:5146
潮州综合,http://www.bigyan.cn:8225/udp/239.253.43.70:5146
潮州民生,http://www.bigyan.cn:8225/udp/239.253.43.75:5146
深圳都市频道高清,http://www.bigyan.cn:8225/udp/239.77.1.176:5146
深圳都市频道高清,http://www.bigyan.cn:8225/udp/239.77.1.124:5146
深圳电视剧频道高清,http://www.bigyan.cn:8225/udp/239.77.1.177:5146
深圳电视剧频道高清,http://www.bigyan.cn:8225/udp/239.77.1.125:5146
深圳财经生活高清,http://www.bigyan.cn:8225/udp/239.77.1.242:5146
深圳娱乐频道高清,http://www.bigyan.cn:8225/udp/239.77.1.243:5146
深圳体育健康高清,http://www.bigyan.cn:8225/udp/239.77.1.128:5146
深圳体育健康高清,http://www.bigyan.cn:8225/udp/239.77.1.140:5146
深圳少儿频道高清,http://www.bigyan.cn:8225/udp/239.77.1.244:5146
深圳宝安频道高清,http://www.bigyan.cn:8225/udp/239.77.1.67:5146
深圳龙岗频道高清,http://www.bigyan.cn:8225/udp/239.77.1.223:5146
深圳移动电视,http://www.bigyan.cn:8225/udp/239.77.1.175:5146
